star,source,SpType,logTeff,logLspec,logg,vmac,vsini,tau,logM,logR
HD185859,deBurgos2024,B3I+,4.431363764158987,4.056396149290685,3.06,80.0,49.0,0.9888513243813952,1.5013845054116222,1.4410691076960152
HD186618,deBurgos2024,B0V,4.445604203273597,3.633357905749127,3.54,11.0,139.0,0.8765993020661901,1.2922032427272387,1.0929308670179845
HD186841,deBurgos2024,B1Ia,4.414973347970818,4.10083448453801,2.95,90.0,55.0,0.9977023397833727,1.514903889472638,1.4983539609151886
HD186994,deBurgos2024,B0III,4.466867620354109,3.738411574071174,3.52,73.0,144.0,0.884068771511257,1.364087127503077,1.1459596833580723
HD189779,deBurgos2024,B2III,4.318063334962762,3.2931944325057847,3.37,51.0,66.0,0.9917554509631108,1.0687725300738908,1.0563394646218456
HD190066,deBurgos2024,B0.7Ib,4.394451680826216,4.098747815959601,2.87,84.0,60.0,0.9997681966531669,1.5076715691149898,1.5416930085261693
HD190336,deBurgos2024,B0.7II-III,4.4031205211758175,3.5234231773580076,3.48,30.0,73.0,0.9882720331494488,1.1719910688713575,1.0652589578102745
HD190427,deBurgos2024,B0III,4.489958479424835,3.900775010354076,3.45,59.0,25.0,0.9168086810031856,1.4437535070807568,1.2202176691517113
HD190429B,deBurgos2024,O9.5II-III,4.491361693834273,4.066387867991829,3.29,130.0,112.0,0.9715047043382564,1.5126660411310555,1.3212458125820643
HD190991,deBurgos2024,B0IVp,4.506505032404872,4.026961222274227,3.39,52.0,47.0,0.9099539465558192,1.5263286957127118,1.2878375605248038
HD191396,deBurgos2024,B0.5II,4.4361626470407565,3.9555916808177622,3.18,62.0,33.0,0.9904330825905464,1.4435993002038154,1.3497124476823932
HD191456,deBurgos2024,B0.5III,4.423245873936808,3.773924588401969,3.31,57.0,40.0,0.990580832355452,1.3327415600253534,1.232044530145449
HD191611,deBurgos2024,B0.5III,4.426511261364575,4.066986138113037,3.03,80.0,56.0,0.9899368924933138,1.5097135094098943,1.4588769057643118
HD191781,deBurgos2024,ON9.7Iab,4.477121254719663,3.9694261115333873,3.33,96.0,74.0,0.9775495721315222,1.4545716018863115,1.281196149967064
HD192039,deBurgos2024,B0IV,4.502427119984433,3.5406495725924696,3.86,38.0,16.0,0.6585045811942051,1.2952611418043922,0.9388280498736048
HD192079,deBurgos2024,B0.5IV,4.471291711058939,3.646107936890493,3.63,42.0,45.0,0.8341895701759917,1.3311715340165915,1.0751074299543275
HD192444,deBurgos2024,B1III,4.354108439147401,3.8773748492443416,2.93,71.0,44.0,1.0010570868227864,1.3530881485431845,1.4321872667791349
HD192539,deBurgos2024,B2III,4.350248018334163,3.4219331659913896,3.37,46.0,32.0,0.9869960493332738,1.1349421858968127,1.0979721923266854
HD192660,deBurgos2024,B0Ib,4.431363764158987,4.186396149290685,2.93,114.0,56.0,0.9870085346919132,1.610218147993297,1.5635068563843062
HD192832,deBurgos2024,B5Ia,4.212187604403958,3.9196915102705696,2.32,27.0,36.0,1.0016636013039897,1.370026135963082,1.74329541836424
HD193007,deBurgos2024,B0.5II,4.432969290874405,3.8828182561523583,3.24,70.0,61.0,0.9911046603230336,1.3860018292480043,1.2902365192405456
HD193032,deBurgos2024,B0III,4.456366033129043,3.846405225170907,3.37,70.0,44.0,0.9999231176885603,1.3613355797153277,1.215314708184536
HD193076,deBurgos2024,B0.7II,4.401400540781544,3.986543255780912,3.01,70.0,60.0,0.9998851054107512,1.4255147663287815,1.4302634772760796
HD193117,deBurgos2024,O9.5II,4.502427119984433,4.08064957259247,3.32,17.0,124.0,0.91355837481153,1.5762788897981606,1.3499379047216211
HD193444,deBurgos2024,B0.5V,4.442479769064448,3.79086016891253,3.37,79.0,32.0,0.9871969442910298,1.3315981090680613,1.199145985657393
HD194057,deBurgos2024,B1Ib,4.41161970596323,3.9574199165076576,3.08,81.0,57.0,1.0002747831821934,1.4046331811966035,1.383103552416303
HD194153,deBurgos2024,B1Iab,4.396199347095736,4.035738481037683,2.94,74.0,71.0,0.9999841683469424,1.45918498449611,1.483181474666445
HD194303,deBurgos2024,B3II,4.328379603438738,3.44445950640969,3.26,55.0,40.0,1.00064005139571,1.1251464475226087,1.1489155376988354
HD194779,deBurgos2024,B3II,4.326335860928752,3.446284536369744,3.25,13.0,120.0,1.000668319565584,1.1250807601328994,1.1581426466082732
HD195229,deBurgos2024,B0.2III,4.444044795918076,3.7271202763270423,3.44,54.0,32.0,1.000018716790925,1.2761348840202478,1.1419607001983396
HD195592,deBurgos2024,O9.7Ia,4.432969290874405,4.252818256152358,2.87,50.0,60.0,0.9874438732658868,1.64418203658008,1.609749057309504
HD198479,deBurgos2024,B1III,4.4281347940287885,3.5534802687698916,3.55,7.0,54.0,0.878019188608569,1.2492078152341,1.0683448695754678
HD200857,deBurgos2024,B3IIIv,4.264817823009537,3.630212384692885,2.82,35.0,155.0,1.0014161064598313,1.198574626119534,1.4081856867848586
HD201638,deBurgos2024,B0.5V,4.444044795918076,3.4371202763270423,3.73,49.0,69.0,0.7893349654184479,1.2228445063660172,0.9695978425984284
HD203938,deBurgos2024,B0.5IV,4.431363764158987,3.476396149290685,3.64,77.0,135.0,0.8428256895620347,1.225928702752113,1.0148037085133916
HD20508,deBurgos2024,B1.5IV,4.365487984890899,3.282893032218335,3.57,44.0,108.0,0.9192126235403396,1.1024798589590463,0.9924643521762192
HD205196,deBurgos2024,B0Ib,4.432969290874405,4.152818256152359,2.97,96.0,51.0,0.9851857204623712,1.5915613123933208,1.530537877095029
HD205794,deBurgos2024,B0.5V,4.444044795918076,3.257120276327042,3.91,23.0,9.0,0.6277933197614016,1.1578368825556444,0.841044811749267
HD206259,deBurgos2024,B3III,4.201397124320452,3.3065295899365443,2.89,64.0,176.0,1.0012379311083262,1.0502427235046723,1.297734586908034
HD209678,deBurgos2024,B2I,4.307496037913213,3.870925244307587,2.75,61.0,30.0,1.001288332093036,1.3423699172604244,1.5151511965403786
HD210386,deBurgos2024,B1.5II-III,4.378397900948138,3.504532696447289,3.4,39.0,15.0,0.9861303335407924,1.1729765840931576,1.10273766117839
HD213481,deBurgos2024,B1.5II-III,4.354108439147401,3.4273748492443423,3.38,42.0,32.0,0.9894373840861126,1.134782012181372,1.0957285494908853
HD214080,deBurgos2024,B1/2Ib,4.354108439147401,3.8273748492443422,2.98,70.0,114.0,1.0010240566699606,1.3209420074280986,1.393018737726237
HD214993,deBurgos2024,B1.5III,4.382017042574868,3.3390092629542103,3.58,44.0,25.0,0.9110389986749524,1.13163561966115,1.003149515298171
HD215733,deBurgos2024,B1II,4.38738982633873,3.980500398009656,2.96,83.0,73.0,0.9999876901671224,1.4235310574160884,1.4570186580599978
HD215806,deBurgos2024,B0Ib,4.510545010206612,4.1231211334811855,3.31,40.0,94.0,0.8854248674826233,1.6244473317484311,1.3742669283427364
HD216438,deBurgos2024,B1II,4.3747483460101035,3.7099344766951514,3.18,45.0,21.0,1.0007409580592257,1.252617931177708,1.2593590356822029
HD217490,deBurgos2024,B0II,4.437750562820388,4.121943343936289,3.02,94.0,45.0,0.988611941823304,1.556001021766428,1.4853573906380866
HD218941,deBurgos2024,B1Ib,4.3692158574101425,3.8078045222953074,3.06,53.0,61.0,1.0008948113826328,1.3047205520502907,1.341478483388283
HD219287,deBurgos2024,B0.5Ia,4.431363764158987,4.2463961492906845,2.87,72.0,91.0,0.9885953283437764,1.6408285405680882,1.6101439039478989
HD222568,deBurgos2024,B1IV,4.3692158574101425,3.4178045222953073,3.45,39.0,18.0,0.9987745640440708,1.127535092074262,1.0636308599832562
HD224257,deBurgos2024,B0.2IV,4.465382851448418,3.532472498448411,3.72,40.0,25.0,0.7809891474066983,1.2725993414042345,0.9957351230910048
HD224424,deBurgos2024,B1Iab,4.346352974450639,4.086352990457293,2.69,64.0,54.0,1.000182442239918,1.4801977118845189,1.6084647295099808
HD225146,deBurgos2024,O9.7Iab,4.437750562820388,4.1919433439362885,2.95,94.0,86.0,0.9834830336984368,1.6181065549303215,1.5576390487527776
HD22586,deBurgos2024,B1/2III,4.348304863048161,3.63416054484738,3.15,57.0,91.0,1.0007792937410125,1.209105411970021,1.2515723736048237
HD227634,deBurgos2024,B0.2II,4.44870631990508,3.9957663722750567,3.19,69.0,105.0,0.9863457528026024,1.46998200874507,1.3589038249670702
HD227704,deBurgos2024,B0III,4.494154594018442,4.027559468728507,3.34,63.0,119.0,0.9699975864425048,1.494056484666861,1.2948242076286611
HD228053,deBurgos2024,B1II,4.408239965311849,3.9039009539021334,3.12,78.0,52.0,1.0007160377572015,1.3733328751775224,1.3437402751452323
HD228712,deBurgos2024,B0.5Ia,4.401400540781544,4.256543255780912,2.74,72.0,63.0,0.9931753455570136,1.6430339223499046,1.6682212551503186
HD229033,deBurgos2024,B0II-III,4.460897842756548,4.06453246368093,3.17,17.0,170.0,0.9871669899806998,1.5073565561997273,1.388155645711956
HD229159,deBurgos2024,B1.5Ib,4.361727836017593,3.9678524367251096,2.87,66.0,44.0,1.0003588562766257,1.4113602505309846,1.4912128880137026
HD229234,deBurgos2024,O9III,4.505149978319906,4.101541005934362,3.31,62.0,107.0,0.8930821482762789,1.6058086423137077,1.366475939936591
HD232522,deBurgos2024,B1II,4.413299764081252,3.5641401489797446,3.48,29.0,110.0,0.9644151685180872,1.2133943587473714,1.0915957561889331
HD232590,deBurgos2024,B1.5III,4.352182518111363,3.5396711651001884,3.26,45.0,116.0,1.0005937207583706,1.1629669847030562,1.1633508046010743
HD235783,deBurgos2024,B1Ib,4.359835482339888,3.970283022014291,2.86,72.0,84.0,1.000305568774056,1.413424487355011,1.4992176622240547
HD236695,deBurgos2024,B1.5II,4.338456493604605,3.4547670670731576,3.29,32.0,38.0,0.9972792050148352,1.134226347624856,1.1313038709584282
HD236740,deBurgos2024,B2Ib,4.269512944217916,3.8289928695264015,2.64,45.0,31.0,1.0014593390376632,1.3147976005760216,1.5586303080156652
HD236810,deBurgos2024,B2III,4.292256071356476,3.539965378080643,3.02,37.0,80.0,1.0010985723932542,1.1629138064223017,1.3024521114911465
HD236815,deBurgos2024,B0.5III,4.416640507338281,3.8975031220078606,3.16,64.0,37.0,0.9998289661118144,1.3728626943590672,1.3230831013868658
HD236954,deBurgos2024,B3Ib-II,4.292256071356476,3.579965378080643,2.98,61.0,143.0,1.0010990212159627,1.1629137580527389,1.3025555573674066
HD239967,deBurgos2024,B3II,4.315970345456917,3.504822474482407,3.15,110.0,90.0,1.00082916499474,1.149525373511687,1.225994925967381
HD240256,deBurgos2024,B3Ib,4.232996110392154,3.662925534223353,2.66,47.0,26.0,1.0016190344874756,1.2149716871085232,1.4980287496160474
HD2451,deBurgos2024,B0.5IV,4.466867620354109,3.698411574071174,3.56,63.0,88.0,0.8572717930237655,1.3307091600117824,1.0971948157626576
HD25090,deBurgos2024,B0.5III,4.41161970596323,3.557419916507657,3.48,48.0,25.0,0.9636789597756308,1.214392149284889,1.093942966606393
HD251847,deBurgos2024,B1IV,4.44870631990508,3.3957663722750566,3.79,31.0,19.0,0.7395306476583627,1.2012002906891692,0.9232642710534416
HD255134,deBurgos2024,B1IVp,4.4361626470407565,3.405591680817763,3.73,29.0,17.0,0.7890019304279088,1.2009086820334762,0.955021141545904
HD2619,deBurgos2024,B0.5III,4.457881896733992,3.562468679590707,3.66,45.0,16.0,0.817776492306216,1.2721613309997333,1.0234654926725264
HD27795,deBurgos2024,B1V,4.352182518111363,3.349671165100188,3.45,28.0,8.0,0.98332045278631,1.1034427925735129,1.0516938226567578
HD29138,deBurgos2024,B1.5III,4.378397900948138,3.9545326964472887,2.95,56.0,97.0,1.0005208876927327,1.4035715087760914,1.4472028462895907
HD292164,deBurgos2024,B1.5III,4.363611979892144,3.425389012223313,3.42,35.0,10.0,0.9977428557032372,1.1342204595233647,1.0815844718051268
HD305523,deBurgos2024,O9II-III,4.532754378992498,4.031958608624727,3.49,55.0,69.0,0.8432285964981373,1.5678652134613935,1.2549401604966792
HD305619,deBurgos2024,O9.7II,4.510545010206612,4.2031211334811855,3.23,110.0,43.0,0.8934807916415626,1.6686924426450789,1.438519571885417
HD306097,deBurgos2024,O9V,4.52244423350632,4.090718026680018,3.39,8.0,123.0,0.8689973765503686,1.6101480618081994,1.330144971989186
HD331759,deBurgos2024,B1Ib,4.444044795918076,3.8071202763270424,3.36,58.0,82.0,0.999860191460975,1.3264060665231814,1.194887715446318
HD33203B,deBurgos2024,B2II,4.344392273685111,3.4585101873951816,3.31,15.0,114.0,0.9959000685751144,1.134325648618706,1.1181538137049492
HD332407,deBurgos2024,B1Ibp,4.418301291319746,4.02414625793372,3.04,35.0,160.0,0.993699159973796,1.4768636813174856,1.4390845653693818
HD344776,deBurgos2024,B0.5Ib,4.447158031342219,3.659573218023615,3.52,77.0,50.0,0.8828923883632448,1.3038821228126647,1.1075856258635697
HD35653,deBurgos2024,B0.5V,4.378397900948138,3.864532696447289,3.04,60.0,39.0,1.0008871884184285,1.3436965783606345,1.3689451194149267
HD36212,deBurgos2024,B3II,4.278753600952829,3.6359554964660528,2.87,44.0,17.0,1.001335695890815,1.2022285316580406,1.385127608449762
HD37032,deBurgos2024,B0.5V,4.489958479424835,3.5007750103540753,3.85,15.0,94.0,0.6806808393439457,1.2776624796018452,0.9385365842257846
HD38131,deBurgos2024,B0.5V,4.423245873936808,3.663924588401969,3.42,43.0,94.0,0.9852918861809004,1.2490650087198043,1.1334844473570047
HD41398,deBurgos2024,B2Ib,4.342422680822207,4.160631815943564,2.6,67.0,49.0,0.9999059162473768,1.5404219977362708,1.6826812694988518
HD41690,deBurgos2024,B1V,4.3747483460101035,3.5799344766951515,3.31,60.0,47.0,0.9881969113364264,1.2125832706093094,1.1625030846264457
HD42379,deBurgos2024,B1II,4.390935107103379,3.8746815210682546,3.08,55.0,50.0,1.0008182625427684,1.3531154512389816,1.3556016526924537
HD42877,deBurgos2024,B1/2II,4.525044807036846,3.5611203208021194,3.93,53.0,168.0,0.5550524566018799,1.3362467074690818,0.917544814515292
HD43753,deBurgos2024,B0.5III,4.409933123331294,4.070673585979914,2.96,84.0,74.0,0.9975650727738082,1.4884926524375242,1.4799402135720452
HD43837,deBurgos2024,B2Ibp?,4.334453751150931,4.05875609725846,2.67,67.0,29.0,1.0002918179593003,1.4711344998269027,1.6242682114474756
HD44597,deBurgos2024,O9V,4.518513939877887,3.6749968521662857,3.79,37.0,10.0,0.7111876042170153,1.3686059634537802,1.0076168999383472
HD44965,deBurgos2024,B3II,4.2405492482825995,3.593138085785135,2.76,54.0,86.0,1.0015437982386206,1.1898411081093394,1.4456207732536746
HD4613,deBurgos2024,B1II,4.372912002970106,3.9125891045351624,2.97,59.0,27.0,1.0009513977785782,1.3750127268087284,1.4201110004955757
HD4694,deBurgos2024,B3Ia,4.217483944213907,3.980876869510364,2.28,52.0,24.0,1.000957252440241,1.410473536938034,1.7859819482524657
HD47382,deBurgos2024,B6Ib,4.460897842756548,3.9545324636809305,3.28,68.0,39.0,0.9786680334737607,1.4467377508118673,1.301305158084707
HD52089,deBurgos2024,B1.5II,4.376576957056512,3.6072489208807865,3.29,44.0,26.0,0.9939651685038704,1.2233819537668913,1.182162408186319
HD52382,deBurgos2024,B0.5Ia,4.372912002970106,4.162589104535162,2.72,84.0,47.0,0.9998012518227796,1.5519775428256035,1.6309325282686693
HD53367,deBurgos2024,B0IV/Ve,4.459392487759231,3.718511043691659,3.51,48.0,24.0,0.8837477180926978,1.3395506225630265,1.1309192696273846
HD53456,deBurgos2024,B0IV,4.478566495593843,3.45520707503011,3.85,25.0,12.0,0.6839397229595338,1.251080350444668,0.9249667859100352
HD53667,deBurgos2024,B0/1Ib,4.4031205211758175,3.903423177358007,3.1,80.0,109.0,1.0007567516156075,1.3726121477787263,1.3546352588265782
HD53754,deBurgos2024,B0/1Ib,4.380211241711606,3.921786059501162,2.99,73.0,80.0,1.0009054730131062,1.3824970490659851,1.4141703727239474
HD53974,deBurgos2024,B0IIIn,4.409933123331294,4.0806735859799135,2.95,87.0,128.0,0.9977521837846652,1.4940348613830146,1.4865510867975822
HD54911,deBurgos2024,B1III,4.365487984890899,3.482893032218335,3.37,50.0,108.0,0.9967719073066428,1.1633210616313046,1.1199653820165485
HD5551,deBurgos2024,B1.5Iab,4.324282455297693,4.018070913845509,2.67,52.0,57.0,1.0002568598878383,1.435296112579607,1.5969861267264691
HD57258,deBurgos2024,B3II,4.2405492482825995,3.4031380857851348,2.95,23.0,31.0,1.0011601365970353,1.0941421515038985,1.2909265726987378
HD58510,deBurgos2024,B1Ia,4.372912002970106,3.9525891045351624,2.93,87.0,41.0,1.0005315824346923,1.4041502425418977,1.4588637406512852
HD59864,deBurgos2024,B1/2Ib/II,4.394451680826216,3.2987478159596013,3.67,23.0,10.0,0.8469562313935171,1.1289595963328318,0.9493595100735872
HD59882,deBurgos2024,B1V,4.416640507338281,3.307503122007861,3.75,9.0,8.0,0.7812848884303255,1.144361635479172,0.9131952159275266
HD60369,deBurgos2024,B7Ib,4.519827993775719,3.910253067757613,3.56,46.0,78.0,0.8425399677757648,1.4856716796121974,1.1824608957505112
HD60479,deBurgos2024,O9.5Ib,4.487138375477186,4.089494594563481,3.25,47.0,63.0,0.956174609097332,1.5524029668842172,1.3795677213659665
HD6182,deBurgos2024,B1Ibp,4.401400540781544,3.916543255780912,3.08,68.0,38.0,1.0007703913020314,1.381588083219969,1.3690255873718638
HD62844,deBurgos2024,B2Ia,4.278753600952829,4.145955496466053,2.36,62.0,42.0,1.0001739469512034,1.52544748315374,1.7995122846961606
HD63922,deBurgos2024,B0III,4.481442628502305,3.676711606663957,3.64,45.0,24.0,0.8148681205961916,1.3315597316985728,1.0584324934285507
HD64993,deBurgos2024,B1Ib/II,4.385606273598312,3.9933661870479855,2.94,62.0,44.0,0.9999886736713351,1.4267141389312918,1.4638096618025438
HD66665,deBurgos2024,B1V,4.444044795918076,3.3371202763270422,3.83,10.0,7.0,0.7147842477604845,1.1739771745424288,0.8927251763063938
HD68450,deBurgos2024,O9.7II,4.474216264076255,4.077806148959758,3.21,75.0,45.0,0.9918555011837474,1.5143442005239254,1.3729372601089505
HD70839,deBurgos2024,B2III,4.346352974450639,3.376352990457293,3.4,26.0,166.0,0.9966116880913942,1.1027938228992389,1.0662161942349808
HD7103,deBurgos2024,B3Ib,4.225309281725863,3.87217821955819,2.42,26.0,35.0,1.0016547420263893,1.3358302970156364,1.6768848229510458
HD71304,deBurgos2024,O9II,4.532754378992498,4.191958608624727,3.33,92.0,73.0,0.8648016986208659,1.6739955215941469,1.3881041878751792
HD71771,deBurgos2024,B2II,4.332438459915605,3.270694932317157,3.45,22.0,44.0,0.9729323630961872,1.06948960740898,1.0310253156621152
HD74575,deBurgos2024,B1.5III,4.3692158574101425,3.3578045222953077,3.51,36.0,18.0,0.9893858206033256,1.082106730247875,0.9976655613601972
HD75149,deBurgos2024,B5Iab,4.243038048686294,4.073093287399915,2.29,54.0,34.0,1.0006263778373257,1.472245497176795,1.811212088586133
HD75222,deBurgos2024,O9.7Iab,4.44870631990508,4.225766372275056,2.96,113.0,77.0,0.9783869447146782,1.63003517662429,1.5573377461165936
HD76341,deBurgos2024,O9.2IV,4.502427119984433,3.9806495725924695,3.42,53.0,72.0,0.8996582218594076,1.506657437013747,1.2662658764849646
HD76968,deBurgos2024,O9.2Ib,4.491361693834273,4.2663878679918295,3.09,118.0,54.0,0.943958471187698,1.5992135244251338,1.476779731119594
HD79186,deBurgos2024,B5Ia,4.209515014542631,4.1690011508252605,2.06,63.0,28.0,1.0002923772391992,1.5440693167457316,1.956673894970886
HD8965,deBurgos2024,B0.5V,4.447158031342219,3.369573218023615,3.81,15.0,123.0,0.7262085739585227,1.2012772083001078,0.9156072128539549
HD89767,deBurgos2024,B0.5/1Iab,4.409933123331294,4.140673585979914,2.89,84.0,56.0,0.9957450693247638,1.55182548010974,1.5444323428033209
HD91452,deBurgos2024,B0III,4.434568904034199,4.2092167087915335,2.92,81.0,79.0,0.9875557188011094,1.6212914208049434,1.5720218396540837
HD91943,deBurgos2024,B0.7Ib,4.426511261364575,4.266986138113037,2.83,80.0,61.0,0.9881431372168312,1.6447496254745753,1.622348546703316
HD91969,deBurgos2024,B0I+,4.432969290874405,4.252818256152358,2.87,76.0,69.0,0.9874438732658868,1.64418203658008,1.609749057309504
HD92007,deBurgos2024,B1III,4.383815365980431,3.4262025565764613,3.5,27.0,87.0,0.9650416318624256,1.1332287264240373,1.031818276354166
HD92712,deBurgos2024,B2/3II/III,4.424881636631067,3.9404676391790057,3.15,72.0,42.0,0.9954340769072874,1.4080348152744846,1.3347864744458224
HD92850,deBurgos2024,B0Ia,4.451786435524291,4.1080868347519,3.09,88.0,36.0,0.9912131423779684,1.5442271212711782,1.4464485596957144
HD92964,deBurgos2024,B2.5Ia,4.271841606536499,4.268307518800731,2.21,46.0,45.0,1.0000293190294465,1.6297401265310405,1.921798577835236
HD93027,deBurgos2024,O9.5IV,4.523746466811565,3.5359269599009955,3.95,51.0,55.0,0.5318981177877263,1.336600152441371,0.9090820367343264
HD93840,deBurgos2024,B1/2Iab/b,4.359835482339888,4.050283022014291,2.78,73.0,75.0,1.0001781496858844,1.46890510736721,1.5685861464824613
HD94493,deBurgos2024,B0.5Iab/b,4.401400540781544,4.076543255780912,2.92,66.0,101.0,0.9999049181556692,1.4809407719257512,1.4984747296446783
HD95880,deBurgos2024,B3Ib/II,4.181843587944773,4.008315444433828,2.11,50.0,27.0,1.0007989681519371,1.4253911585306285,1.8782333393826829
HD96248,deBurgos2024,B1Iab,4.344392273685111,4.098510187395181,2.67,65.0,59.0,1.000098980163127,1.4935795036293185,1.6259191228318677
HD96622,deBurgos2024,O9.2IV,4.514547752660286,3.799132103295883,3.65,68.0,28.0,0.8043191065954407,1.422301928606862,1.1048158656705438
HD97400,deBurgos2024,B2.5Ib,4.27415784926368,3.657572489709456,2.83,45.0,24.0,1.00139010649764,1.2121541702192802,1.4091559150054669
HD97522,deBurgos2024,B0.5II,4.367355921026019,3.920364776758813,2.94,66.0,53.0,1.0009809023576486,1.3812167805425557,1.4400004219478302
HD99953,deBurgos2024,B2Ia,4.307496037913213,4.120925244307587,2.5,67.0,48.0,1.0000888969691435,1.5203857333459656,1.7368742699713473
BD-114586,Holgado2018,O8,4.510545010206612,4.223121133481185,3.21,68.0,74.0,0.8973946603520828,1.678242637113735,1.4533441674940732
CPD-417733,Holgado2018,O9,4.534026106056135,3.877045516879279,3.65,71.0,56.0,0.7980181337536836,1.481182856972194,1.134814199285368
CPD-472963AB,Holgado2018,O5,4.569373909615046,4.1584367311149215,3.51,110.0,67.0,0.8058502817086134,1.6822596394185392,1.3030454877563986
CPD-592551,Holgado2018,O9,4.54282542695918,3.672242800491456,3.89,92.0,124.0,0.6096656319134213,1.403350758332046,0.9759650368975784
CPD-592600,Holgado2018,O6,4.594392550375426,3.928511294156442,3.84,106.0,127.0,0.6295218482214502,1.5665391295815838,1.079699642908221
CYGOB2-11,Holgado2018,O5.5,4.571708831808688,4.047776419889488,3.63,85.0,75.0,0.7680989933525705,1.6217016978587484,1.2134909164304375
CYGOB2-4A,Holgado2018,O7,4.561101383649056,4.115346627250963,3.52,105.0,72.0,0.8107617451809627,1.654466078352366,1.2856523829706148
HD101190AAAB,Holgado2018,O6,4.599883072073688,3.910473380949488,3.88,74.0,49.0,0.5902964684253081,1.5685609269675556,1.0610279811723409
HD101223,Holgado2018,O8,4.546542663478131,3.95711174656726,3.62,63.0,55.0,0.7925152382965773,1.5352631850880705,1.176934202878032
HD104565,Holgado2018,OC9.7,4.460897842756548,4.23453246368093,3.0,116.0,56.0,0.9447858327508286,1.6606507457383386,1.5500732631284024
HD105056,Holgado2018,ON9.7,4.437750562820388,4.281943343936289,2.86,46.0,56.0,0.9924383143430532,1.640491308949282,1.6005596274668852
HD114737AB,Holgado2018,O8.5,4.552668216112194,3.721613957103512,3.88,83.0,58.0,0.6151280494930151,1.4304270685094926,0.9932074321465564
HD125241,Holgado2018,O8.5,4.506505032404872,4.206961222274226,3.21,95.0,118.0,0.8970982045851589,1.6693745774215418,1.4477282772236957
HD135591,Holgado2018,O8,4.544068044350276,3.98721327005584,3.58,60.0,60.0,0.8083875813406085,1.548689921114251,1.2015936916646346
HD14633AAAB,Holgado2018,ON8.5,4.544068044350276,3.80721327005584,3.76,69.0,121.0,0.727352660691954,1.4546127320383422,1.066013177664343
HD14947,Holgado2018,O4.5,4.592176757395867,4.119648122238206,3.64,22.0,114.0,0.7510466772054493,1.6837738768727102,1.2397791571563466
HD151515,Holgado2018,O7,4.556302500767288,4.066151095723888,3.55,98.0,67.0,0.8072738706001175,1.6187928348884335,1.2533092268358628
HD151804,Holgado2018,O8,4.450249108319361,4.361937525932181,2.83,73.0,72.0,1.074503263247923,0.8908553260881965,1.246416142596405
HD152424,Holgado2018,OC9.2,4.48000694295715,4.150968864483337,3.16,66.0,59.0,0.9746027842966828,1.579338426983415,1.426887530381722
HD152590,Holgado2018,O7.5,4.57978359661681,3.790075479121978,3.92,56.0,48.0,0.5589005109102374,1.4934949653748857,1.003521806556131
HD152723AAAB,Holgado2018,O6.5,4.57978359661681,3.900075479121978,3.81,100.0,73.0,0.6691928297636128,1.5400353120695502,1.0867180944772523
HD155889AB,Holgado2018,O9.5,4.54282542695918,3.4622428004914565,4.1,51.0,27.0,0.2806221940607284,1.339805755334593,0.8381964024502633
HD156154,Holgado2018,O7.5,4.534026106056135,4.217045516879279,3.31,102.0,62.0,0.8734227421905844,1.687729062146394,1.4091633324757802
HD156738AB,Holgado2018,O6.5,4.578639209968072,3.875497932527026,3.83,103.0,65.0,0.6569292011949278,1.5294256246103322,1.0726256070706983
HD163758,Holgado2018,O6.5,4.539076098792776,4.267245487825843,3.28,87.0,76.0,0.8945075609102319,1.7057001927018325,1.431462769451059
HD168076AB,Holgado2018,O4,4.633468455579586,4.004814914973082,3.92,101.0,68.0,0.5324031165391434,1.6812221435836312,1.0981354838274886
HD168112AB,Holgado2018,O5,4.598790506763115,4.0861031197071975,3.7,78.0,107.0,0.7205409104510073,1.672674626605888,1.2038876684807502
HD169582,Holgado2018,O6,4.589949601325707,4.050739497957566,3.7,97.0,66.0,0.7208842906751304,1.642468711072841,1.188308637671898
HD190429A,Holgado2018,O4,4.563481085394411,4.124865434232381,3.52,113.0,90.0,0.8090422479318876,1.6615730712299683,1.2879717161260178
HD193443AB,Holgado2018,O9,4.518513939877888,3.964996852166289,3.5,140.0,66.0,0.8525557112481678,1.5160714122123773,1.2277999899004648
HD229196,Holgado2018,O6,4.565847818673518,4.154332367348809,3.5,25.0,248.0,0.8105987504258351,1.679066285914352,1.306310669592041
HD242926,Holgado2018,O7,4.5910646070264995,3.685199520760735,4.07,52.0,89.0,0.3334612983514482,1.46952788461543,0.920084873877282
HD298429,Holgado2018,O8.5,4.5263392773898445,3.986298202214116,3.51,80.0,105.0,0.8414409139736525,1.5345621906771194,1.2297002265882164
HD303308AB,Holgado2018,O4.5,4.613841821876069,3.946308380159014,3.9,67.0,85.0,0.5665451198023355,1.6233795060550982,1.079475332102981
HD303311,Holgado2018,O6,4.603144372620182,3.893518583135466,3.91,61.0,47.0,0.5558226600111524,1.5698268895524168,1.0462419092997837
HD303492,Holgado2018,O8.5,4.451786435524291,4.3380868347519,2.86,55.0,87.0,1.0243449587693676,1.4091327624739451,1.4906188479262057
HD319699,Holgado2018,O5,4.6148972160331345,3.9405299567872754,3.91,76.0,69.0,0.5540915031129602,1.6198823457477989,1.0719434989685213
HD319702,Holgado2018,O8,4.559906625036112,3.670567592799187,3.96,50.0,66.0,0.519817631764709,1.4232504026300972,0.9502573366777508
HD322417,Holgado2018,O6.5,4.586587304671755,3.9972903113417577,3.74,100.0,68.0,0.7135909777031277,1.612091554395871,1.1578349908498018
